"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 27 00:17:08 GET 2023","Thu Jul 27 00:17:12 GET 2023","4484","Default Suite","jenkins","SwoopTest","SwoopTest","logInTest","logInTest",""
